~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_neutral\stalker_neutral_day_time_trader,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_doctor,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dusk_ps5m,"stalker_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_dusk_ps5m_2,"stalker_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_dynamic_lc_battle_helm_gp10,"stalker_outfit,helm_ranger",0.5,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_dynamic_rookie_1,"novice_outfit_camo,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_10,"novice_outfit,helm_hardhat",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_11,"novice_outfit,helm_hardhat",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_12,"novice_outfit,helm_hardhat",0.9,0.9,0.011,0.2
actors\stalker_neutral\stalker_neutral_dynamic_rookie_2,"novice_outfit_camo,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_3,"novice_outfit_camo,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_4,"novice_outfit_camo,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_5,"novice_outfit,helm_bandana",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_6,"novice_outfit,helm_bandana",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_7,"novice_outfit,helm_bandana",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_8,"novice_outfit,helm_bandana",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_rookie_9,"novice_outfit,helm_hardhat",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutral_dynamic_sunrise_1,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_dynamic_sunrise_2,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_dynamic_sunrise_3,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_dynamic_sunrise_4,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_dynamic_sunrise_5,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_dynamic_sunrise_6,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_eco_style_1,"stalker_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_eco_style_2,"stalker_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_eco_style_3,"stalker_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_eco_style_4,"stalker_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_eco_style_5,"stalker_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_exo_w_dy_mask_1,"exolight_outfit,helm_ach7ex",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_w_dy_mask_2,"exolight_outfit,helm_ach7ex",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_w_dy_mask_3,"exolight_outfit,helm_ach7ex",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_w_dy_mask_4,"exolight_outfit,helm_ach7ex",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_w_dy_mask_5,"exolight_outfit,helm_ach7ex",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_w_gp21_1,"exolight_outfit,helm_ranger",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_w_gp21_2,"exolight_outfit,helm_ranger",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_w_gp21_3,"exolight_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_w_gp21_4,"exolight_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exo_yellowish,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exolight_battle_helm_1,"exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exolight_battle_helm_2,"exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exolight_battle_helm_3,"exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exolight_battle_helm_4,"exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exolight_battle_helm_5,"exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_exolight_dy_mask_1,"exolight_outfit,helm_ach7ex",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exolight_dy_mask_2,"exolight_outfit,helm_ach7ex",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exolight_dy_mask_3,"exolight_outfit,helm_ach7ex",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exolight_gp21_1,"exolight_outfit,helm_ranger",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exolight_gp21_2,"exolight_outfit,helm_ranger",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exolight_gp7b_1,"exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exolight_gp7b_2,"exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exolight_legend_2,"exolight_outfit,helm_battle",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exolight_legend_3,"exolight_outfit,helm_battle",0.3,0.7,0.3,0.3
actors\stalker_neutral\stalker_neutral_exoseva,"exo_outfit,helm_protective",0.15,0.7,0.55,0.15
actors\stalker_neutral\stalker_neutral_explorer_1,"stalker_autumn_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_explorer_2,"stalker_bear_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_explorer_3,"stalker_autumn_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_explorer_4,"stalker_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_explorer_5,"stalker_salamander_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_explorer_6,"stalker_salamander_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_fstalker_ps5_1,"stalker_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_fstalker_sun_1,"stalker_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_fstalker_sun_2,"stalker_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_fstalker_sun_3,"stalker_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_fstalker_sun_4,"stalker_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_fstalker_sun_5,"stalker_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_fstalker_sun_6,"stalker_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_fstalker_sun_7,"stalker_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_hunter,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_kardan,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_lc_1,"stalker_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_2,"stalker_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_3,"stalker_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_3_custom_2,"stalker_outfit,helm_respirator_gp5",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_3_custom_3,"stalker_outfit,helm_respirator_gp5",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_dy_mask_1,"stalker_outfit,helm_ach7ex",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_dy_mask_2,"stalker_outfit,helm_ach7ex",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_dy_mask_3,"stalker_outfit,helm_ach7ex",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_ps5m_custom_1,stalker_outfit,0.45,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_lc_ps5m_custom_2,stalker_outfit,0.45,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_lc_ps5m_hooded_1,"travel_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_ps5m_hooded_2,"travel_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_ps5m_hooded_3,"travel_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_lc_spp,"hybrid_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_mechanic,,0.3,0.75,0.2,0.2
actors\stalker_neutral\stalker_neutral_nauch_alt,"hybrid_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_nauchni2,"bandit_scientific_dark_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_nauchni4,"hybrid_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_nauchni4_custom,"hybrid_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_nauchniy,"scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_nauchniy_face_3,"exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_neutral\stalker_neutral_navigator,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_nbc_suit_1,nbc_outfit,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_nbc_suit_2,nbc_outfit,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_nbc_suit_3,nbc_outfit,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_nbc_suit_4,nbc_outfit,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_nbc_suit_5,nbc_outfit,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_nbc_suit_6,nbc_outfit,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_nebo1b_dy_mask,"stalker_predator_outfit,helm_m50",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_nebo2_open,"stalker_predator_outfit,helm_hardhat",0.3,0.75,0.2,0.2
actors\stalker_neutral\stalker_neutral_nebo_1_ach7mask,"stalker_predator_outfit,helm_ach7ex",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_nebo_1_ach7mask_backpack,"stalker_predator_outfit,helm_ach7ex",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_nebo_1_dark,"stalker_predator_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_nebo_1_light,"stalker_predator_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_nebo_1_light_gp5,"stalker_predator_outfit,helm_respirator_gp5",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_nebo_1_light_pbf,"stalker_predator_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_nebo_1_light_shades_backpack,"stalker_predator_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_nebo_1_magister,"stalker_predator_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_night_time_trader,,0.5,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_nosorog_mk2,"exo_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_neutral\stalker_neutral_nosorog_mk2_2,"exo_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_neutral\stalker_neutral_proto_apex_sunrise,stalker_proto_exo_outfit,0.45,0.7,0.2,0
actors\stalker_neutral\stalker_neutral_proto_apex_sunrise_2,stalker_proto_exo_outfit,0.45,0.7,0.2,0
actors\stalker_neutral\stalker_neutral_proto_apex_sunrise_3,stalker_proto_exo_outfit,0.45,0.7,0.2,0
actors\stalker_neutral\stalker_neutral_ps5_battle_helm_1,"stalker_autumn_outfit,helm_battle",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_ps5m,,0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_ps5m_gasmask_2,"wastelander_outfit,helm_resp",0.3,0.75,0.2,0.2
actors\stalker_neutral\stalker_neutral_ps5m_gasmask_3,"wastelander_outfit,helm_resp",0.3,0.75,0.2,0.3
actors\stalker_neutral\stalker_neutral_ps5m_lc,"wastelander_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_ps5m_lc_2,"wastelander_outfit,helm_resp",0.5,0.8,0.15,0.2
actors\stalker_neutral\stalker_neutral_ps5m_lc_ppm,"wastelander_outfit,helm_ppm88",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_ps5m_sphere_backpack,"wastelander_outfit,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_neutral\stalker_neutral_ps5m_sphere_goggles,"wastelander_outfit,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_neutral\stalker_neutral_ps5m_sphere_lc_custom,"wastelander_outfit,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_ps5m_tactic_1,"wastelander_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_ps5m_tactic_2,"wastelander_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_ps5m_tactic_3,"wastelander_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_ps5m_tactic_4,"wastelander_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_neutral\stalker_neutral_rookie_custom_1,novice_outfit,0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_sci_explorer_1,hybrid_outfit,0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_sci_explorer_2,hybrid_outfit,0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_sci_explorer_3,hybrid_outfit,0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_seva_exo,"exo_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_seva_hoodless_1,scientific_outfit,0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_seva_hoodless_2,scientific_outfit,0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_seva_hoodless_3,scientific_outfit,0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_seva_hoodless_4,scientific_outfit,0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_seva_lc,"travel_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_seva_skat_armour_1,"travel_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_seva_skat_armour_2,"hybrid_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_skat_altyn_1,"hybrid_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_neutral_skat_dy_mask_1,"hybrid_outfit,helm_ach7ex",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_neutral_skat_mk2,"hybrid_outfit,helm_protective",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_neutral_skat_ssp_mask,"hybrid_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_neutral\stalker_neutral_skat_w_berill,"hybrid_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_neutral_skif,,0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_sts_1,stalker_drought_outfit,0.4,0.85,0.15,0.3
actors\stalker_neutral\stalker_neutral_sts_2,stalker_drought_outfit,0.4,0.85,0.15,0.3
actors\stalker_neutral\stalker_neutral_sts_3,stalker_drought_outfit,0.4,0.85,0.15,0.3
actors\stalker_neutral\stalker_neutral_sts_4,stalker_drought_outfit,0.4,0.85,0.15,0.3
actors\stalker_neutral\stalker_neutral_sts_5,stalker_drought_outfit,0.4,0.85,0.15,0.3
actors\stalker_neutral\stalker_neutral_sts_6,stalker_drought_outfit,0.4,0.85,0.15,0.3
actors\stalker_neutral\stalker_neutral_sts_7,stalker_drought_outfit,0.4,0.85,0.15,0.3
actors\stalker_neutral\stalker_neutral_sts_8,stalker_drought_outfit,0.4,0.85,0.15,0.3
actors\stalker_neutral\stalker_neutral_sunrill_1,"nbc_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrill_2,"nbc_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrill_3,"nbc_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrill_4,"nbc_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrise_mira_1,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrise_mira_2,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrise_mira_3,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrise_mk2_1,"nbc_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrise_mk2_2_ppm,"nbc_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrise_mk2_3_gp10,"nbc_outfit,helm_ranger",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrise_mk2_4_coat,"nomad_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_sunrise_protected_1,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_sunrise_protected_2,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_sunrise_protected_3,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_sunrise_protected_4,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_sunrise_protected_5,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_sunrise_protected_6,"stalker_outfit,helm_ranger",0.5,0.8,0.1,0.3
actors\stalker_neutral\stalker_neutral_sunrise_seva_mask,"nbc_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_sunrise_seva_mask_2,"nbc_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_sunrise_seva_mask_3,"nbc_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_sunrise_seva_mask_4,"nbc_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_sunrise_seva_mask_5,"nbc_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_sunrise_seva_mask_6,"nbc_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_sunrise_seva_mask_7,"nbc_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_sunrise_seva_mask_8,"nbc_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutral_trader,,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neutral_undertaker_1,,0.45,0.8,0.15,0
actors\stalker_neutral\stalker_neutral_up_armoured_nos_head,,0.3,0.75,0.2,0.3
actors\stalker_neutral\stalker_neutral_veteran_gp21_custom,"wastelander_outfit,helm_ranger",0.3,0.75,0.2,0
actors\stalker_neutral\stalker_neutral_wanderer_1,,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_wanderer_2,,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_wanderer_3,,0.4,0.85,0.15,0
actors\stalker_neutral\stalker_neutral_zarya_zo1,"dolg_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_neutrala1,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutrala2,"novice_outfit_camo,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutrala3,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutrala4,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutrala4_vest,"nomad_outfit,helm_resp",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutrala4_vest_2,"nomad_outfit,helm_resp",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutrala4_vest_pbf,"nomad_outfit,helm_resp",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutrala5,,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutrala6,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_neutral\stalker_neutraltbearth,"bandit_exo_earth_outfit,helm_exo",0.2,0.75,0.4,0.3
actors\stalker_neutral\stalker_neytral_balon_1,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neytral_balon_ppm_custom,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neytral_balon_ppm_custom_2,"stalker_outfit,helm_ppm88",0.5,0.8,0.1,0
actors\stalker_neutral\stalker_neytral_rukzak_3,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_nimble,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_prizrak,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_neutral\stalker_rookie_p1,novice_outfit,0.9,0.9,0.011,0
actors\stalker_neutral\stalker_security_custom_1,stalker_predator_outfit,0.5,0.8,0.15,0
actors\stalker_neutral\stalker_security_custom_2,stalker_predator_outfit,0.5,0.8,0.15,0.2
actors\stalker_neutral\stalker_security_custom_3,stalker_predator_outfit,0.5,0.8,0.15,0.2
actors\stalker_neutral\stalker_skat_gp10_gear,"hybrid_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_skat_military_2,"military_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_skat_military_3,"hybrid_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_soldier_exo,"exo_outfit,helm_exo",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_soldier_exo2,"exo_outfit,helm_exo",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_soldierb2,"specops_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_neutral\stalker_soldierb3,"specops_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_neutral\stalker_soldierb4,"military_outfit,helm_battle",0.3,0.75,0.25,0
actors\stalker_neutral\stalker_soldierb4_hood,nomad_outfit,0.3,0.75,0.25,0
actors\stalker_neutral\stalker_soldierb4_w_backpack_a_mask,"travel_outfit,helm_ppm88",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_soldierb4_w_backpack_a_mask_2,"travel_outfit,helm_ppm88",0.3,0.75,0.25,0.3
actors\stalker_neutral\stalker_voyager_seva_1,"travel_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_voyager_seva_2,"travel_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_neutral\stalker_voyager_seva_3,"travel_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_osoznanie\stalker_osoznanie_1,"scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_osoznanie\stalker_osoznanie_2,"monolith_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_osoznanie\stalker_osoznanie_3,"monolith_exolight_outfit,helm_exo",0.2,0.75,0.4,0.3
actors\stalker_osoznanie\stalker_osoznanie_4,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_renegade\stalker_bandit_3_face_1,"trenchcoat_brown_outfit,helm_rp_bala",0.85,0.9,0.011,0
actors\stalker_renegade\stalker_bandit_3_face_1_shades,"trenchcoat_outfit,helm_rp_bala",0.7,0.85,0.011,0
actors\stalker_renegade\stalker_bandit_3_face_2,,0.7,0.85,0.011,0
actors\stalker_renegade\stalker_bandit_3_face_2_vest,"trenchcoat_outfit,helm_rp_bala",0.45,0.8,0.15,0
actors\stalker_renegade\stalker_bandit_3_face_2_vest_2,"trenchcoat_outfit,helm_ach7ex",0.45,0.8,0.15,0
